claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain
"""Parents who show up at school board meetings, they’re called, under this DOJ, they’re called domestic terrorists.""",Tim Scott,2023-08-24,2023-08-24 04:34:18,false,en,politifact.com
"“There has been zero response from local, regional or federal officials” to aid people affected by the Maui, Hawaii, wildfires.",Facebook post,2023-08-21,2023-08-24 19:27:20,false,en,politifact.com
Smart-city plans are behind wildfires in Tenerife.,Facebook post,2023-08-22,2023-08-25 21:48:19,false,en,politifact.com
"“Judge Cannon been ordered to DISQUALIFY herself in Trump's case.”
",Facebook posts,2023-08-22,2023-08-30 19:56:43,false,en,politifact.com
"The World Health Organization said there is ""a possible causal relationship"" between COVID-19 vaccines and multiple sclerosis.",Instagram posts,2023-08-24,2023-08-28 20:18:27,false,en,politifact.com
"Video shows the state of “Great Britain now,” with “78,000 people under the water.”",Facebook post,2023-08-26,2023-08-30 19:14:19,false,en,politifact.com
"Fox News reported that California Gov. Gavin Newsom said former President Donald Trump “is not eligible for future presidential elections & has asked the California’s State Assembly to pass a bill that will remove Trump’s name on any future ballots.”
",Viral image,2023-08-22,2023-08-30 19:55:21,false,en,politifact.com
Video suggests Canada wildfires were deliberately set to advance “smart cities” push.,Facebook posts,2023-08-26,2023-08-30 20:14:58,false,en,politifact.com
Speaker at World Economic Forum conference proposed adding COVID-19 vaccines to water supply.,Facebook post,2023-08-22,2023-08-30 20:21:05,false,en,politifact.com
"""Malaysian doctor put to death for giving COVID injection under the (Nuremberg) Code.”",Facebook post,2023-08-11,2023-08-30 20:31:40,false,en,politifact.com
"“Shocking video shows Biden wearing a skin mask.”
",Viral image,2023-09-12,2023-09-14 22:07:07,false,en,politifact.com
"CBS reported on Oprah Winfrey reacting “to getting cancelled for stealing land amid Maui fires.”
",Viral image,2023-08-22,2023-09-13 21:09:28,false,en,politifact.com
"CNN reported that “Barack Obama’s ex-boyfriend admits he was ‘prime suspect’ in gay serial killer case.”
",Facebook posts,2023-09-06,2023-09-13 21:13:48,false,en,politifact.com
"“Walmart must pay $500 to customers who made purchases in the last 180 days.”
",Facebook posts,2023-09-19,2023-09-20 22:10:11,false,en,politifact.com
Fox News chyron called University of North Carolina shooting suspect “mostly white Asian.”,Instagram post,2023-08-29,2023-08-30 21:50:26,false,en,politifact.com
"U.S. Rep. Nancy Pelosi was arrested.
",Facebook posts,2023-09-18,2023-09-20 22:11:04,false,en,politifact.com
"“Janet Yellen arrested for treason.”
",Facebook posts,2023-09-17,2023-09-21 19:59:51,false,en,politifact.com
"Elon Musk said President Joe Biden “has one month left to live.”
",Facebook posts,2023-09-09,2023-09-13 21:14:21,false,en,politifact.com
"Video shows Pope Francis slapping former President Donald Trump’s hand.
",Viral image,2023-09-08,2023-09-13 21:15:07,false,en,politifact.com
"Video shows President Joe Biden confirmed “the Lahaina fires were planned.”
",Instagram posts,2023-09-03,2023-09-13 21:17:01,false,en,politifact.com
"""China has been stealing our manufacturing, costing Wisconsin almost 90,000 jobs.""",Facebook post,2020-06-04,2020-07-11 16:33:13,mostly false,en,politifact.com
"“CNN just said Cash App went bankrupt and any funds you had in your account would have to be awarded to you through bankruptcy court.”
",Facebook posts,2023-09-07,2023-09-13 21:16:14,false,en,politifact.com
"“Barack Obama’s late chef’s wife comes out to expose Obama family.”
",Facebook posts,2023-09-01,2023-09-13 21:17:34,false,en,politifact.com
"“Joan Rivers’ daughter threatens to expose Michelle Obama.”
",Facebook posts,2023-09-04,2023-09-13 21:18:00,false,en,politifact.com
“The FDA is now saying that it’s OK to take ivermectin if you have COVID.”,Maria Bartiromo,2023-08-11,2023-08-31 19:24:43,false,en,politifact.com
"“According to the Congressional Budget Office,” the Inflation Reduction Act “will save the federal government $160 billion over the next 10 years because Medicare will be paying less for the prescription drugs they’re making available to seniors.”",Joe Biden,2023-08-29,2023-08-31 20:58:16,mostly true,en,politifact.com
"When elected Georgia governor in 2018, “Brian Kemp was over $7 million in debt.” Kemp “cut a deal” to select Dominion Voting Systems as Georgia’s voting machine vendor and “has never been in debt since.”",Travis Tritt,2023-08-16,2023-08-31 19:35:30,false,en,politifact.com
Canadian Prime Minister Justin Trudeau announced that the government is passing the “Digital Existence Act” in response to the new COVID-19 variant.,Instagram post,2023-08-29,2023-09-01 15:18:58,false,en,politifact.com
Photos are evidence of “satanism in public schools.”,Facebook post,2023-08-22,2023-09-01 15:24:12,false,en,politifact.com
"U.S. inflation is ""now down close to 3%, the lowest among the world’s leading economies.""",Joe Biden,2023-08-29,2023-09-01 16:05:12,mostly true,en,politifact.com
Bill Gates-funded research into genetically engineered cattle ticks is responsible for red-meat allergies from alpha-gal syndrome in the U.S.,Instagram post,2023-08-30,2023-09-01 18:15:15,false,en,politifact.com
"The WHO is developing a pandemic treaty that will remove current human rights protections, enforce surveillance and censorship and eliminate freedom of speech.",Facebook posts,2023-08-28,2023-09-06 18:56:30,false,en,politifact.com
A new Florida law says “a father must submit a DNA test before signing the birth certificates.”,Facebook posts,2023-08-31,2023-09-07 01:06:20,false,en,politifact.com
Sen. Rick Scott “wants to … end Social Security and Medicare coverage.”,Debbie Mucarsel-Powell,2023-08-23,2023-09-07 01:12:47,mostly false,en,politifact.com
"Video shows former first lady Michelle Obama “accidentally reveals what really happened to their chef.”
",Facebook posts,2023-08-27,2023-09-13 21:08:38,false,en,politifact.com
“Burning Man was a national emergency because it was flooded.”,Instagram posts,2023-09-03,2023-09-07 19:09:46,false,en,politifact.com
Americans “currently are making less than at the height of the Great Depression.”,Isabel Brown,2023-08-23,2023-09-07 20:42:57,false,en,politifact.com
"During the spring 2020 election in Milwaukee, a reduction to only five polling locations “came days before the election and was done without proper notice to voters.” ",LaKeshia Myers ,2023-06-06,2023-09-08 15:50:38,mostly true,en,politifact.com
"Under Gov. Ron DeSantis, “in the last five years, spending has gone up 30%"" in Florida.",Chris Christie,2023-09-05,2023-09-08 20:29:37,mixture,en,politifact.com
"CNN reported Sept. 7, 2023, that President Joe Biden’s family admitted “he died and was replaced by an actor in 2019.”",Facebook post,2023-09-07,2023-09-08 22:02:22,false,en,politifact.com
A video shows Florida Gov. Ron DeSantis dropping out of the 2024 presidential race.,Social media posts,2023-09-01,2023-09-08 22:05:37,false,en,politifact.com
CNN reported “breaking news” that the Pentagon announced a plan to “implant Americans with nanotech particles.”,Facebook post,2023-09-06,2023-09-14 17:20:22,false,en,politifact.com
"“Florida sort of had a mandate because they were giving the vaccine, they were demanding everybody take the vaccine.”",Donald Trump,2023-09-15,2023-09-15 00:10:01,false,en,politifact.com
Hawaii wildfire was intentionally set because there’s “120 million tons of lithium in Maui.”,TikTok video,2023-09-12,2023-09-15 13:31:58,false,en,politifact.com
"“I really don’t know who gave (Dr. Anthony Fauci) the commendation.”
",Donald Trump,2023-09-14,2023-09-15 16:10:45,false,en,politifact.com
Video shows Hawaiians being evicted after Maui wildfires.,Instagram posts,2023-09-05,2023-09-15 21:11:13,false,en,politifact.com
"“Whoopi, Joy and Sunny Threaten To Resign ‘Immediately’ If Candace Owens Joins The Panel.”",Facebook posts,2023-09-10,2023-09-15 21:20:20,false,en,politifact.com
"In Westport, Connecticut, drones are “scanning (people) for COVID-19 symptoms.”",Instagram post,2023-09-17,2023-09-18 20:58:08,false,en,politifact.com
"The price of ""bacon is up five times"" under President Joe Biden.",Donald Trump,2023-09-17,2023-09-18 22:46:38,false,en,politifact.com
“Donald Trump spent 9/11 marching into a war zone of fire and ashes with an army of his own men to save Americans.”,Benny Johnson,2023-09-11,2023-09-19 15:12:59,false,en,politifact.com
“I taught at the University of Pennsylvania for four years.”,Joe Biden,2023-09-14,2023-09-19 21:17:28,mixture,en,politifact.com
Video proves Sen. John Fetterman has a body double.,Social media posts,2023-09-15,2023-09-20 13:22:47,false,en,politifact.com
Oprah Winfrey “managed to hire a private firefighting team” to protect her Maui properties before the August wildfires occurred.,Instagram post,2023-09-07,2023-09-20 13:25:56,false,en,politifact.com
"President Joe Biden’s comments confirm that the government is going to “increase the number and intensity of extreme weather events.”
",Instagram posts,2023-09-14,2023-09-20 22:07:18,false,en,politifact.com
"“World leaders & elite businessmen are ingesting the blood of young children in order to achieve ‘eternal youth,’ a CBS report warns.”
",Instagram posts,2023-09-17,2023-09-20 22:10:37,false,en,politifact.com
“CEOs are now making 400 times more than their average worker.”,Bernie Sanders,2023-09-17,2023-09-21 16:33:49,mostly true,en,politifact.com
"Video shows New York City police “arrest two young people for sleeping on concrete blocks.”
",Instagram posts,2023-09-17,2023-09-21 20:00:25,false,en,politifact.com
"""All Vice President Pence has to do is send it back to the state and recertify, and we become president.""",Donald Trump,2021-01-07,2021-01-07 00:23:08,false,en,politifact.com
"""Massive f— Joe Biden chant breaks out at Army/Navy game.”",Instagram post,2023-12-09,2023-12-11 22:51:57,false,en,politifact.com
Photo shows a woman named Araceli Hernandez who “was kidnapped by George Floyd and brutally beaten during a home invasion.”,Instagram post,2023-12-10,2023-12-11 23:07:16,false,en,politifact.com
Video shows the aftermath of a school prank in which students drank lemonade containing “horse laxatives.”,Facebook posts,2023-11-24,2023-12-12 16:26:16,false,en,politifact.com
U.S. manual for courts-martial has been recently amended to include civilians.,Facebook posts,2023-12-12,2023-12-12 16:28:04,false,en,politifact.com
"The International Space Station is in a pool, not in space.",Instagram post,2023-12-01,2023-12-12 17:19:17,false,en,politifact.com
"“Your minor child can go to California without your knowledge or without your consent, and get hormone therapy, puberty blockers and a sex change operation.”",Ron DeSantis,2023-11-30,2023-12-12 19:34:34,mostly false,en,politifact.com
"""Americans pay more for prescription drugs than anywhere in the world.""",Joe Biden,2024-03-07,2024-03-08 05:47:10,mostly true,en,politifact.com
Then-Vice President Joe Biden’s remarks in 2015 video prove he “intentionally” opened U.S. borders to immigrants.,Instagram post,2023-12-11,2023-12-13 23:01:47,false,en,politifact.com
Nikki Haley “raised taxes.”,Fight Right,2023-12-06,2023-12-13 23:28:53,mostly false,en,politifact.com
"“We’ve created close to 800,000 manufacturing jobs since I’ve taken office.”",Joe Biden,2023-12-06,2023-12-14 00:25:54,mostly true,en,politifact.com
Tyson Foods may put insect protein in your chicken nuggets.,Facebook post,2023-12-09,2023-12-14 20:23:42,false,en,politifact.com
Florida “had a year-over-year reduction” in overdose deaths.,Ron DeSantis,2023-12-12,2023-12-14 23:03:48,mostly true,en,politifact.com
Video of a man collapsing while confronting service members is “Palestinian Theater.”,Instagram post,2023-12-13,2023-12-15 14:20:48,false,en,politifact.com
"Democrats have also used alternate slates of electors ""repeatedly in all kinds of different states."" ",Ron Johnson,2023-12-11,2023-12-15 15:39:43,false,en,politifact.com
"“Gasoline prices are now $5, $6, $7 and even $8 a gallon.”",Donald Trump,2023-12-13,2023-12-15 18:20:43,mostly false,en,politifact.com
Video shows Elon Musk announcing he’s giving away free gold bars.,Facebook posts,2023-12-08,2023-12-15 19:29:18,false,en,politifact.com
"Macaulay Culkin’s “Home Alone” shopping trip that cost $19.83 in 1990 would cost $72.28 today, up from $44.40 in 2022.",Instagram posts,2023-12-06,2023-12-15 19:36:05,false,en,politifact.com
China is allowed to do crypto mining in the U.S.,Asa Hutchinson,2023-12-11,2023-12-16 00:06:52,mostly true,en,politifact.com
"""Wisconsin Republicans have passed multiple billion dollar middle-class tax cuts this year, but each time we have, Governor Tony Evers has vetoed the relief."" ",Julian Bradley,2023-12-08,2023-12-19 16:05:04,mostly true,en,politifact.com
"“The U.S. is sending everyone (a) free $16,800 right now.”",Facebook posts,2023-12-02,2023-12-19 19:04:00,false,en,politifact.com
The Lincoln Project is “using A.I. (Artificial Intelligence)” in its “television commercials.”,Donald Trump,2023-12-04,2023-12-19 22:24:16,false,en,politifact.com
"“We’ve had more Americans die of fentanyl than the Iraq, Afghanistan, and Vietnam Wars, combined.”",Nikki Haley,2023-12-14,2023-12-19 22:51:33,true,en,politifact.com
"Under the Trump administration's trade deal, “China's only fulfilled one-third of the promises of agricultural products that they were supposed to buy from our farmers.”",Chris Christie,2023-12-13,2023-12-19 22:52:43,mixture,en,politifact.com
"Discussing gender-affirming surgical care for minors, said that Sweden “shut it down.”",Ron DeSantis,2023-12-06,2023-12-19 22:54:21,mixture,en,politifact.com
“We're having the largest classes of correctional officers we've ever had before.” ,Tony Evers,2024-02-11,2024-03-06 15:43:23,true,en,politifact.com
“Texas Children’s Hospital pediatric clinics announce they will no longer treat unvaccinated children.”,Instagram posts,2023-12-13,2023-12-21 20:53:52,false,en,politifact.com
"Video shows Donald Trump advertising $6,400 spending cards.",Facebook posts,2023-12-15,2023-12-21 20:55:43,false,en,politifact.com
“They want to make our Army tanks all electric.”,Donald Trump,2023-12-16,2023-12-21 22:02:15,false,en,politifact.com
Hunter Biden’s “prison term announced.”,Facebook post,2023-12-20,2023-12-22 03:35:17,false,en,politifact.com
"Gov. Tony Evers and Democrats ""rejected our (Iowa model redistricting) proposal to enact the very plan they originally endorsed."" ",Robin Vos,2023-09-15,2023-12-22 15:32:47,mostly true,en,politifact.com
“Wisconsin utilities have charged ratepayers more than $1.9 billion of increases since 2019.”,Americans for Prosperity,2023-12-04,2023-12-29 16:57:49,false,en,politifact.com
"Elon Musk developed “Cosmo Heater,” a product that would cut heating costs “to basically $0.”",Facebook posts,2023-12-26,2024-01-03 22:13:25,false,en,politifact.com
Gov. Ron DeSantis “called China ‘Florida’s most important trading partner.’”,SFA Fund,2023-12-28,2024-01-04 19:41:22,false,en,politifact.com
"The U.S. Code states that a person convicted of treason would be “taken by the posse to the nearest busy intersection and at high noon hung by the neck until dead.""",Instagram post,2024-03-03,2024-03-06 21:43:46,false,en,politifact.com
"Jimmy Kimmel was on the Jeffrey Epstein list, documents show.",X post,2024-01-03,2024-01-04 21:12:55,false,en,politifact.com
"T-Mobile plans to fine its customers up to $3,500 for text messages it doesn't like.",TikTok video,2023-12-25,2024-01-04 21:22:39,false,en,politifact.com
Video is evidence that Hillary Clinton is a reptile.,Instagram posts,2023-12-16,2024-01-05 17:15:28,false,en,politifact.com
Dr. Ben Carson endorsed CBD gummies to treat high blood pressure.,Facebook posts,2023-12-11,2024-01-05 17:22:32,false,en,politifact.com
"Video shows Hillary Clinton blamed various events, including her 2016 election loss and Jeffrey Epstein’s death, on climate change.",Instagram posts,2023-12-17,2024-01-05 17:25:13,false,en,politifact.com
"“Right now, over 70% of federal employees are still working from home three years after COVID.""",Nikki Haley,2024-01-05,2024-01-05 19:50:37,mostly false,en,politifact.com
"“Almost a million people, mostly Democrats, have been kicked off the voter roll here in Florida” because of efforts to place a proposed amendment on abortion access on the state’s 2024 ballot.",TikTok,2023-12-15,2024-01-05 21:18:34,mostly false,en,politifact.com
"""In actuality, there is no evidence Joe Biden won” the 2020 election, citing a report’s allegations from five battleground states.",Donald Trump,2024-01-02,2024-01-05 22:42:09,false,en,politifact.com
"Police responded to alien creatures at a Miami mall on Jan. 1, 2024.",Instagram posts,2024-01-05,2024-01-08 22:23:56,false,en,politifact.com
"Nikki Haley “says the retirement age at 65 is way too low, it must be much higher.”",Donald Trump,2024-01-06,2024-01-08 22:33:34,mixture,en,politifact.com
“Nationwide data reveals surging levels of newest COVID strain in water supply.”,Breitbart,2023-12-27,2024-01-08 23:15:37,false,en,politifact.com
“The CDC officially agrees with ‘conspiracy theorists’ from 2020” who wanted to treat COVID-19 like the flu.,Instagram post,2024-03-02,2024-03-08 15:46:01,false,en,politifact.com
“White House announces there will be 2 ‘intermissions’ during tonight’s State of the Union.”,Instagram posts,2024-03-07,2024-03-08 19:14:59,false,en,politifact.com
"Video of Joe Biden and Hillary Clinton speeches proves that their words are “all scripts and copied, all fake.”",Instagram post,2024-01-24,2024-03-08 23:05:29,false,en,politifact.com
Video shows Erewhon grocery store in Brooklyn.,Instagram post,2024-01-30,2024-03-08 23:56:45,false,en,politifact.com
Says U.S. Sen. Tammy Baldwin “was one of the staunchest supporters of the Iran deal which sent billions of dollars and plane loads of cash to Iran.” ,Eric Hovde,2024-03-04,2024-03-08 18:26:44,mostly false,en,politifact.com
President Joe Biden “bans TikTok for government employees but creates an account for his own campaign.”,Katie Britt,2024-03-07,2024-03-08 19:38:03,mostly true,en,politifact.com
"In Florida, “income growth is top of the chart.”",Ron DeSantis,2024-01-05,2024-01-09 03:24:50,mixture,en,politifact.com
Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,Donald Trump,2024-01-03,2024-01-09 14:53:38,false,en,politifact.com
Video of avalanche shows the “power of nature.”,Instagram post,2023-12-26,2024-01-09 19:00:28,false,en,politifact.com
"""We’ve already cut the federal deficit by over $1 trillion.""",Joe Biden,2024-03-08,2024-03-09 00:03:46,mixture,en,politifact.com
Nikki Haley is ineligible to be president or vice president.,Facebook post,2024-01-05,2024-01-10 23:22:04,false,en,politifact.com
"""We have technology and medical advancements today that can tell you if you are pregnant the day after conception."" ",Amanda Nedweski,2024-01-22,2024-03-08 14:49:23,false,en,politifact.com
President Joe Biden was “rushed to hospital unexpectedly.”,Benny Johnson ,2024-03-02,2024-03-08 19:11:01,false,en,politifact.com
"""Donald Trump deported fewer people than Barack Obama did when he was president.""",Ron DeSantis,2024-01-11,2024-01-11 06:11:15,true,en,politifact.com
“The ‘Judge’ who took Trump off the ballot in Illinois is a traffic court judge.”,Instagram post,2024-02-29,2024-03-11 14:30:11,false,en,politifact.com
President Joe Biden had a gaffe “in a rally in Michigan on Saturday.”,Instagram post,2024-02-29,2024-03-11 14:31:21,false,en,politifact.com
“We cut the federal deficit by $160 billion because Medicare will no longer have to pay those exorbitant prices to Big Pharma.”,Joe Biden,2024-03-07,2024-03-11 22:00:32,mixture,en,politifact.com
"The stock market “hit an all-time high under President Biden and not under President Trump.""",Pete Buttigieg,2024-03-10,2024-03-11 22:39:43,mostly false,en,politifact.com
A woman was “sex trafficked by the cartels starting at the age of 12 … We wouldn't be okay with this happening in a third world country. This is the United States of America.”,Katie Britt,2024-03-08,2024-03-11 23:21:04,false,en,politifact.com
"""Canada is passing a bill to essentially ban the idea of Christianity.”",Instagram post,2024-03-05,2024-03-12 20:26:20,false,en,politifact.com
"The Trump administration ""added more to the national debt than any presidential term in American history.""",Joe Biden,2024-03-08,2024-03-13 01:55:39,mixture,en,politifact.com
"""In February alone, nearly 1 million jobs held by native-born Americans disappeared.""",Donald Trump,2024-03-10,2024-03-13 01:58:14,false,en,politifact.com
"President Joe Biden said “do whatever the hell they want,” paused, and then said, “I guess I should clear my mind here a little bit.”",MAGA Inc,2024-03-07,2024-03-13 21:27:47,mostly false,en,politifact.com
"A Russian company secured Trump’s bond in E. Jean Carroll case.
",Facebook post,2024-03-10,2024-03-13 22:16:27,false,en,politifact.com
"A new Missouri bill “would put teachers on the sex offense registry if they ‘contribute to social transition’” of transgender students, including by using gender-affirming pronouns.
",Instagram posts,2024-03-03,2024-03-14 14:28:03,mostly true,en,politifact.com
"“Since the end of the 2020 fiscal year, President Biden and Senator Baldwin have added over $7.3 trillion of debt, more than the first 228 years of our nation’s history combined.” ",Eric Hovde,2024-03-04,2024-03-14 14:47:42,mixture,en,politifact.com
“Trans activists replaced Easter with the Transgender Day of Visibility.”,X post,2024-03-14,2024-03-15 13:58:16,false,en,politifact.com
"""300,000 illegal immigrants were able to use a simple app to get a free flight to our country.”",an Instagram post,2024-03-07,2024-03-15 21:02:48,false,en,politifact.com
"“300,000 illegal immigrants were able to use a simple app to get a free flight to our country.”
",an Instagram post,2024-03-07,2024-03-15 21:04:27,false,en,politifact.com
"The Chinese government “owns” TikTok’s parent company, ByteDance.",Brian Kilmeade,2024-03-14,2024-03-15 21:51:29,false,en,politifact.com
"In Milwaukee, we “never defunded the police.”",Cavalier Johnson,2024-02-26,2024-03-15 23:18:19,mostly true,en,politifact.com
"Emergency officials warn to “stock up on food, water, and fuel ahead of the eclipse.”",Facebook posts,2024-03-14,2024-03-19 20:41:36,mixture,en,politifact.com
"The Jan. 6 committee “suppressed testimony” from former Deputy Chief of Staff Anthony Ornato that proves former President Donald Trump pushed for 10,000 National Guard troops at the Capitol.",Facebook posts,2024-03-09,2024-03-19 21:26:38,false,en,politifact.com
"""Your Social Security will be destroyed by the people coming in. There's too many of them. It's not sustainable.""",Donald Trump,2024-03-16,2024-03-20 13:31:59,false,en,politifact.com
Valid IDs are not required for voting.,Facebook posts,2024-03-09,2024-03-20 19:42:57,mostly false,en,politifact.com
The Oklahoma National Guard’s assistance for the April 8 eclipse signals something “bigger.”,Facebook posts,2024-03-16,2024-03-20 22:44:52,false,en,politifact.com
Photos show President Joe Biden touching his granddaughter inappropriately.,Facebook post,2024-03-18,2024-03-21 17:51:59,false,en,politifact.com
"Miami’s immigration courts have the “largest backlog of any court in this country with 10% of the overall immigration cases,” and “more than 90%” of people lose their asylum claims.",Jeanette Nuñez,2024-03-15,2024-03-21 19:37:04,mixture,en,politifact.com
"“Since 1989 and a new age of globalization began, 51 million jobs have been created in America. 49 million, 96%, have been created under Democratic presidents.”",Simon Rosenberg,2024-03-08,2024-03-21 20:00:13,mostly true,en,politifact.com
The Great Lakes account for “over 20% of the world’s freshwater and over 80% of North America’s freshwater.”,Patrick Burke,2024-03-03,2024-03-21 23:43:31,true,en,politifact.com
Video shows legislators “dancing in Congress” while the border is “overrun.”,Instagram post,2024-03-21,2024-03-22 18:16:52,false,en,politifact.com
"The $454 million bond is “unprecedented, and practically impossible for ANY Company.”",Donald Trump,2024-03-18,2024-03-22 21:46:01,mostly false,en,politifact.com
"“The average commute time for people who drive to work in (New York City) is 43 minutes, the longest in the nation.”",Carl Weisbrod,2024-03-03,2024-03-25 21:09:45,mostly true,en,politifact.com
"“Nearly a quarter million birds in New York City, and more than one billion across the country, die each year from collisions with buildings.”",Brad Holyman-Sigal,2024-02-26,2024-03-25 21:12:34,mostly true,en,politifact.com
"The New York civil fraud judgment against Trump and a plan to seize Trump-owned property “is simply a 'taking.' Much like what is done in communist countries.""",Donald Trump,2024-03-22,2024-03-25 22:35:24,false,en,politifact.com
"Montana Democrats are ""suing to say, ‘You should be allowed to be registered to vote in two states.'”",Ronna McDaniel,2024-03-24,2024-03-25 22:49:37,mostly false,en,politifact.com
Nickelodeon's splat logo design is based on the shape of Epstein Island.,Facebook post,2024-03-24,2024-03-26 16:21:41,false,en,politifact.com
Maryland bridge collapse was a false flag operation to distract from other events.,X post,2024-03-26,2024-03-26 18:36:22,false,en,politifact.com
Clips show French President Emmanuel Macron and Ukrainian President Volodymyr Zelenskyy dancing.,Instagram post,2024-03-19,2024-03-26 19:06:12,false,en,politifact.com
A study that found sunbathing can increase the risk of heart disease is a cover-up for the “side-effects of the vax.”,Instagram post,2024-03-20,2024-03-26 20:02:01,false,en,politifact.com
Edited Wikipedia entry provides proof that “Israelis deployed Talmudic network to take out” Baltimore’s Francis Scott Key Bridge.,X posts,2024-03-26,2024-03-26 21:51:38,false,en,politifact.com
"Gaza has “the highest number of people facing catastrophic hunger ever recorded by the Integrated Food Security Classification system — anywhere, anytime.”",António Guterres,2024-03-18,2024-03-26 21:59:28,true,en,politifact.com
The ship that struck a Baltimore bridge “was cyber-attacked.”,Andrew Tate,2024-03-26,2024-03-26 22:08:43,false,en,politifact.com
"If elected, “I will be the youngest vice president in American history.”",Nicole Shanahan,2024-03-26,2024-03-26 22:15:56,false,en,politifact.com
The Las Vegas Sphere displayed a derogatory message directed at former President Donald Trump.,Facebook posts,2024-03-16,2024-03-27 21:19:49,false,en,politifact.com
"Mitch McConnell’s sister-in-law who drowned in a Tesla “is listed as the CEO of the company that owns the ship that hit” Baltimore bridge.
",Instagram post,2024-03-26,2024-03-27 18:00:07,false,en,politifact.com
Footage shows explosion on Baltimore bridge.,Instagram posts,2024-03-26,2024-03-27 20:43:54,false,en,politifact.com
Tennessee bill that would ban the release of chemicals into the atmosphere is evidence chemtrails are real.,Instagram posts,2024-03-20,2024-03-27 21:15:48,false,en,politifact.com
Transportation Secretary Pete Buttigieg blamed the Francis Scott Key Bridge’s collapse on “racism.”,X post,2024-03-26,2024-03-27 21:28:28,false,en,politifact.com
“The captain of the container ship Dali…is a Ukrainian.”,X posts,2024-03-26,2024-03-27 21:49:14,false,en,politifact.com
Says “100% of net job creation under the Biden administration has gone to the foreign-born.”,J.D. Vance,2024-03-14,2024-03-27 22:01:39,mostly false,en,politifact.com
The movie “Leave the World Behind” predicted the Baltimore bridge crash.,Instagram posts,2024-03-26,2024-03-27 22:43:03,false,en,politifact.com
"“When it comes to how many votes (President) Joe Biden won, it was literally less than a few votes per ward.” ",Sarah Godlewski,2024-03-03,2024-03-28 15:07:42,true,en,politifact.com
Transgender female athletes complained that their uniforms were ill-fitting.,Facebook post,2024-03-28,2024-03-28 21:18:23,false,en,politifact.com
The ship that struck the Baltimore bridge was controlled by a Chinese company.,Facebook posts,2024-03-27,2024-03-28 22:52:29,false,en,politifact.com
A March 26 bridge fire in Ohio is related to the collapse of Baltimore's Francis Scott Key Bridge.,Instagram post,2024-03-27,2024-03-29 15:21:45,false,en,politifact.com
"“Three busses just loaded up with illegal invaders at Detroit Metro"" airport.
",Matt Maddock,2024-03-27,2024-03-29 17:17:46,false,en,politifact.com
“We’re facing situations these days where you have to have two officers in the evidence room in case there’s an accidental (fentanyl) exposure.” ,Tammy Baldwin,2024-03-07,2024-03-29 19:37:51,true,en,politifact.com
"In New York, there are no barriers to law enforcement to work with the federal government on immigration laws, and there are 100 crimes where migrants can be handed over.",Kathy Hochul,2024-02-22,2024-03-29 21:16:06,mostly false,en,politifact.com
"In 2020, Trump “did much better” in the Wisconsin election than 2016, and “after the wrongdoing was found, people said, ‘Well, he actually did win.’”",Donald Trump,2024-04-01,2024-04-01 18:32:40,false,en,politifact.com
“Joe Biden banned ‘religious themed’ eggs at the White House’s Easter Egg design contest for kids.”,Kristi Noem,2024-03-30,2024-04-02 13:27:38,false,en,politifact.com
“It is a fact that Obama created ISIS.”,Alex Jones,2024-03-23,2024-04-02 21:02:14,false,en,politifact.com
Video of the ship colliding with the Baltimore bridge proves the bridge collapse wasn’t “an accident.”,Facebook posts,2024-03-26,2024-04-02 21:03:49,false,en,politifact.com
The Dali ship’s “black box” stopped recording “right before (the) crash” into the Baltimore bridge then started recording “right after.”,Instagram posts,2024-03-28,2024-04-02 21:22:12,false,en,politifact.com
"Insulin for Medicare beneficiaries ""was costing 400 bucks a month on average. It now costs $35 a month.""",Joe Biden,2024-03-19,2024-04-03 13:17:44,mixture,en,politifact.com
"“Since Joe Biden took office, crime has skyrocketed across our country.”",Nancy Mace,2024-03-30,2024-04-03 21:40:37,mostly false,en,politifact.com
The current Congress is “the least productive in our lifetime.”,Donna Brazile,2024-03-24,2024-04-03 21:42:57,mostly true,en,politifact.com
Says President Joe Biden purposely chose Easter Sunday to mark Transgender Day of Visibility. ,Derrick Van Orden,2024-03-30,2024-04-04 19:47:34,false,en,politifact.com
Video shows “an entire block of unfinished houses collapsed as a result of an earthquake in Taiwan.”,X posts,2024-04-03,2024-04-04 20:21:06,false,en,politifact.com
NASA is “shooting three rockets at three moons” on the day of the solar eclipse.,Facebook post,2024-03-30,2024-04-04 21:27:59,false,en,politifact.com
Baltimore’s Francis Scott Key Bridge was “targeted with energy weapons.”,Instagram posts,2024-04-02,2024-04-04 21:29:56,false,en,politifact.com
"“We’ve had 12 elections in 24 years in Wisconsin that have been decided by less than 30,000 votes.” ",Brian Schimming,2024-03-06,2024-04-05 15:32:34,true,en,politifact.com
"“President Biden is the first candidate in history, the first president in history, that has used the federal agencies to censor political speech ... to censor his opponent.""",Robert F Kennedy Jr.,2024-04-01,2024-04-05 18:42:55,false,en,politifact.com
It’s a sign of war that the U.S. Navy is assisting the U.S. Coast Guard in cleaning up Baltimore’s Francis Scott Key Bridge site.,Facebook post,2024-04-01,2024-04-05 19:21:10,false,en,politifact.com
